folderyear,licencersn,licencenumber,licencerevisionnumber,businessname,businesstradename,status,issueddate,expireddate,businesstype,businesssubtype,unit,unittype,house,street,city,province,country,postalcode,localarea,numberofemployees,feepaid,extractdate,geom
05,886999,05-115026,00,Chi The Wellness Centre Inc,,Issued,2005-03-02,2005-12-31,Fitness Centre,,,,2685,W 4TH AV,Vancouver,BC,CA,V6K 1P8,,000,212.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.166018705731, 49.2685878441934], 'type': 'Point'}, 'properties': {}}"
05,887012,05-115039,00,The Mega Hair Group Inc,Eccotique Spa,Issued,2005-01-11,2005-12-31,Fitness Centre,,,,1838,W 1ST AV,Vancouver,BC,CA,V6J 1G5,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.146454704954, 49.2704153170956], 'type': 'Point'}, 'properties': {}}"
05,887017,05-115044,00,Spa Ethos Inc,,Issued,2005-01-06,2005-12-31,Fitness Centre,,,,2200,W 4TH AV,Vancouver,BC,CA,V6K 1N8,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.155392873945, 49.2678390206655], 'type': 'Point'}, 'properties': {}}"
05,887029,05-115054,00,The Canada Trust Co Mortgage Company,Canada Trust - Trust Company,Issued,2005-01-07,2005-12-31,Financial Institution *Historic*,Trust Company,,,3396,W BROADWAY,Vancouver,BC,CA,V6R 2B2,,000,1056.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.179399083149, 49.2639880426585], 'type': 'Point'}, 'properties': {}}"
05,887054,05-115079,00,Vancouver City Savings Credit Union,,Issued,2005-01-05,2005-12-31,Financial Institution *Historic*,Credit Union,,,5594,Cambie St,Vancouver,BC,CA,V5Z 3A2,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.115559823771, 49.2351815241257], 'type': 'Point'}, 'properties': {}}"
05,887055,05-115080,00,Vancouver City Savings Credit Union,,Issued,2005-01-05,2005-12-31,Financial Institution *Historic*,Credit Union,,,8615,Granville St,Vancouver,BC,CA,V6B 5R8,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.140944953318, 49.2081929335884], 'type': 'Point'}, 'properties': {}}"
05,887072,05-115097,00,Bank of Montreal,,Issued,2004-12-29,2005-12-31,Financial Institution *Historic*,Bank,,,8324,Granville St,Vancouver,BC,CA,V6P 4Z7,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.140048603926, 49.2103922485009], 'type': 'Point'}, 'properties': {}}"
05,887082,05-115107,00,Bank of Montreal,,Issued,2004-12-29,2005-12-31,Financial Institution *Historic*,Bank,,,4502,W 10th Av,Vancouver,BC,CA,V6R 2J1,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.209332564176, 49.2635403331711], 'type': 'Point'}, 'properties': {}}"
05,887104,05-115129,00,Poulin Exterminators Ltd,,Issued,2005-01-04,2005-12-31,Pest Control/Exterminator *Historic*,,,,2621,Kingsway,Vancouver,BC,,V5R 5H4,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.052182321345, 49.2394334527196], 'type': 'Point'}, 'properties': {}}"
05,887110,05-115135,00,(Zlatko Jelacic),Real-Pro Pest Control,Issued,2005-01-26,2005-12-31,Pest Control/Exterminator *Historic*,,,,,,Vancouver,BC,CA,,,000,103.0,2025-04-22T14:21:35+00:00,
05,887119,05-115143,00,Bank of Nova Scotia,Scotiabank,Issued,2004-12-13,2005-12-31,Financial Institution *Historic*,Bank,,,8405,Granville St,Vancouver,BC,CA,V6P 4Z9,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.14090613261, 49.2101273917005], 'type': 'Point'}, 'properties': {}}"
05,887141,05-115165,00,Bank of Nova Scotia,Scotiabank,Issued,2004-11-19,2005-12-31,Financial Institution *Historic*,Bank,,,970,BURRARD ST,Vancouver,BC,CA,V6Z 2R4,,000,1065.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.125113318281, 49.2810836198967], 'type': 'Point'}, 'properties': {}}"
05,887142,05-115166,00,Credit Union Central Of British Columbia,,Issued,2004-11-22,2005-12-31,Financial Institution *Historic*,Credit Union,,,1441,Creekside Dr,Vancouver,BC,,V6J 4S7,,000,1056.0,2025-04-22T14:21:35+00:00,
05,887144,05-115168,00,Canadian Imperial Bank of Commerce,CIBC Trust Co,Issued,2004-12-23,2005-12-31,Financial Institution *Historic*,Trust Company,300,Unit,400,Burrard St,Vancouver,BC,CA,V6C 3M5,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.117075300267, 49.2866170597465], 'type': 'Point'}, 'properties': {}}"
05,887165,05-115189,00,Royal Bank Of Canada,Royal Bank,Issued,2004-12-07,2005-12-31,Financial Institution *Historic*,Bank,,,2208,W 41ST AV,Vancouver,BC,CA,V6M 2A3,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.158776044404, 49.2343450510195], 'type': 'Point'}, 'properties': {}}"
05,887167,05-115191,00,Royal Bank Of Canada,Royal Bank,Issued,2004-12-02,2005-12-31,Financial Institution *Historic*,Bank,,,4205,Dunbar St,Vancouver,BC,CA,V6S 2G1,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.185619591871, 49.2488596594021], 'type': 'Point'}, 'properties': {}}"
05,887176,05-115200,00,Royal Bank Of Canada,Royal Bank,Issued,2005-02-24,2005-12-31,Financial Institution *Historic*,Bank,,,945,Denman St,Vancouver,BC,CA,V6G 2M3,,000,1109.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.138057076679, 49.2899924877426], 'type': 'Point'}, 'properties': {}}"
05,887196,05-115220,00,HSBC Bank Canada,HSBC Trust Company (Canada),Issued,2004-12-14,2005-12-31,Financial Institution *Historic*,Trust Company,620,Unit,885,W Georgia St,Vancouver,BC,CA,V6C 3G1,,000,1056.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.119650025722, 49.2836841369494], 'type': 'Point'}, 'properties': {}}"
05,887199,05-115223,00,HSBC Bank Canada,HSBC,Issued,2004-11-30,2005-12-31,Financial Institution *Historic*,Bank,,,8118,Granville St,Vancouver,BC,CA,V6P 4Z4,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.140028432622, 49.2114901571015], 'type': 'Point'}, 'properties': {}}"
05,887200,05-115224,00,HSBC Bank Canada,,Issued,2004-12-13,2005-12-31,Financial Institution *Historic*,Bank,200,Unit,885,W Georgia St,Vancouver,BC,CA,V6C 3G1,,000,1056.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.119650025722, 49.2836841369494], 'type': 'Point'}, 'properties': {}}"
05,887202,05-115226,00,HSBC Bank Canada,HSBC,Issued,2004-11-30,2005-12-31,Financial Institution *Historic*,Bank,,,3366,Kingsway,Vancouver,BC,CA,V5R 5K6,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.034016474259, 49.2327872102854], 'type': 'Point'}, 'properties': {}}"
05,887207,05-115231,00,HSBC Bank Canada,,Issued,2004-12-02,2005-12-31,Financial Institution *Historic*,Bank,U4,Unit,601,W Broadway,Vancouver,BC,CA,V5Z 4C2,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.118825327017, 49.2639375042278], 'type': 'Point'}, 'properties': {}}"
05,887214,05-115238,00,Bank of America National Association,,Issued,2004-12-17,2005-12-31,Financial Institution *Historic*,Bank,574,Unit,1055,Dunsmuir St,Vancouver,BC,CA,V7X 1L3,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.120915798954, 49.2865514070226], 'type': 'Point'}, 'properties': {}}"
05,887231,05-115255,00,Rupert's Place Tag Manufacturing Inc,,Issued,2005-01-07,2005-12-31,Product Assembly *Historic*,,,,64,E 3RD AV,Vancouver,BC,CA,V5T 1C3,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.103256401368, 49.2679953603869], 'type': 'Point'}, 'properties': {}}"
05,887238,05-115262,00,Battery Square Power Ltd,,Issued,2005-01-04,2005-12-31,Product Assembly *Historic*,,103,Unit,2323,Boundary Road,Vancouver,BC,CA,V5M 4V8,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.024624956155, 49.2635273764821], 'type': 'Point'}, 'properties': {}}"
05,887245,05-115268,00,Wescan Fisheries Ltd,,Issued,2004-12-30,2005-12-31,Food Processing *Historic*,,,,2199,COMMISSIONER ST,Vancouver,BC,,V5L 1A4,,000,60.0,2025-04-22T14:21:35+00:00,
05,887263,05-115285,00,Canada Safeway Limited #115,Safeway,Issued,2004-12-10,2005-12-31,Retail Dealer - Grocery *Historic*,,,,2315,W 4th Av,Vancouver,BC,CA,V6K 1P2,,000,719.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.157857443956, 49.2684689419988], 'type': 'Point'}, 'properties': {}}"
05,887279,05-115301,00,(Peter Stephen),Ernst & Young Consulting,Issued,2005-01-20,2005-12-31,Financial Services *Historic*,Accountant/Auditor,2300,Suite,700,W GEORGIA ST,Vancouver,BC,CA,V7Y 1C7,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.119500778402, 49.2822434350563], 'type': 'Point'}, 'properties': {}}"
05,887299,05-115321,00,C I Mutual Funds Inc,,Issued,2004-12-20,2005-12-31,Financial Services *Historic*,Investment Company,2420,Unit,650,W Georgia St,Vancouver,BC,CA,V6B 4P1,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.117897724969, 49.2818316993831], 'type': 'Point'}, 'properties': {}}"
05,887301,05-115323,00,(Ada Wong),H & R Accounting & Tax Services,Inactive,2004-12-30,2005-12-31,Financial Services *Historic*,Bookkeeping Service,,,,,Vancouver,BC,,,,000,60.0,2025-04-22T14:21:35+00:00,
05,887308,05-115330,00,H & R Block Canada Inc,H & R Block,Issued,2005-01-07,2005-12-31,Financial Services *Historic*,Tax Service,1,Unit,650,W 41st Av,Vancouver,BC,CA,V5Z 2M9,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.118854822642, 49.2320652387003], 'type': 'Point'}, 'properties': {}}"
05,887317,05-115339,00,(Sandra Gibbs),Call Mary/Counting On Us,Issued,2005-08-19,2005-12-31,Financial Services *Historic*,Bookkeeping Service,201,Unit,4894,Fraser St,Vancouver,BC,CA,V5V 4H5,,000,163.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.089951980555, 49.2404440774438], 'type': 'Point'}, 'properties': {}}"
05,887319,05-115341,00,Cashline ABM (BC) Inc,,Issued,2005-01-07,2005-12-31,Financial Services *Historic*,Bank Machine,,,900,Granville St,Vancouver,BC,CA,V6Z 1L3,,000,60.0,2025-04-22T14:21:35+00:00,
05,887328,05-115350,00,Canbridge Communications and Consulting Services Inc,,Gone Out of Business,,,Financial Services *Historic*,Bookkeeping Service,208,Unit,190,E 48th Av,Vancouver,BC,CA,V5W 2C8,,000,,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.101998866214, 49.226441638415], 'type': 'Point'}, 'properties': {}}"
05,887334,05-115356,00,(Vanson Field),Edward Jones Investment,Issued,2005-02-04,2005-12-31,Financial Services *Historic*,Finance Agent,1,Unit,2574,W BROADWAY,Vancouver,BC,CA,V6K 2G1,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.164132332172, 49.2636912737458], 'type': 'Point'}, 'properties': {}}"
05,887340,05-115362,00,Bruce Frederick Sprague (Bruce Sprague),Ernst & Young Consulting,Issued,2005-01-20,2005-12-31,Financial Services *Historic*,Accountant/Auditor,2300,Unit,700,W GEORGIA ST,Vancouver,BC,CA,V7Y 1C7,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.119500778402, 49.2822434350563], 'type': 'Point'}, 'properties': {}}"
05,887373,05-115395,00,B A Atkins (B Atkins),,Issued,2005-01-28,2005-12-31,Financial Services *Historic*,Accountant/Auditor,,,777,Dunsmuir St,Vancouver,BC,,V7Y 1K3,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.116383207944, 49.2843253122431], 'type': 'Point'}, 'properties': {}}"
05,887379,05-115401,00,Lorraine Barker Ltd,,Issued,2005-01-11,2005-12-31,Financial Services *Historic*,Accountant/Auditor,,,595,BURRARD ST,Vancouver,BC,CA,V7X 1C4,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.11972958074, 49.2861303368945], 'type': 'Point'}, 'properties': {}}"
05,887381,05-115403,00,(John Beckett),John Beckett Chartered Accountant,Issued,2005-10-05,2005-12-31,Financial Services *Historic*,Accountant/Auditor,201,Unit,1201,W Pender St,Vancouver,BC,CA,V6E 2V2,,000,143.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.123309683031, 49.2886577857153], 'type': 'Point'}, 'properties': {}}"
05,887408,05-115430,00,A B Crerar (A Crerar),,Gone Out of Business,,,Financial Services *Historic*,Accountant/Auditor,2800,Suite,1055,W Georgia St,Vancouver,BC,,V6E 4N3,,000,,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.121463646921, 49.2852447964792], 'type': 'Point'}, 'properties': {}}"
05,887412,05-115434,00,Dell Group Mgt Inc,,Gone Out of Business,2005-01-07,2005-12-31,Financial Services *Historic*,Investment Company,620,Unit,355,BURRARD ST,Vancouver,BC,,V6C 2G8,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.11723844762, 49.2875182283394], 'type': 'Point'}, 'properties': {}}"
05,887415,05-115437,00,(Edward Wear),Edward Wear & Co,Issued,2004-11-29,2005-12-31,Financial Services *Historic*,Accountant/Auditor,555-K,Unit,650,W 41st Av,Vancouver,BC,,V5Z 2M9,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.118854822642, 49.2320652387003], 'type': 'Point'}, 'properties': {}}"
05,887427,05-115449,00,Bank of Nova Scotia,,Issued,2004-12-01,2005-12-31,Financial Services *Historic*,Accountant/Auditor,300,Unit,815,W Hastings St,Vancouver,BC,CA,V6C 1B4,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.114898832202, 49.2862923238722], 'type': 'Point'}, 'properties': {}}"
05,887445,05-115467,00,Brian M Galloway CGA Inc,Galloway Botteselle & Company,Issued,2004-12-07,2005-12-31,Financial Services *Historic*,Accountant/Auditor,300,Unit,2000,W 12th Av,Vancouver,BC,CA,V6J 2G2,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.151038583284, 49.2606768737866], 'type': 'Point'}, 'properties': {}}"
05,887451,05-115473,00,Suki's Beauty Bazaar Ltd,,Issued,2005-01-07,2005-12-31,Financial Services *Historic*,Accountant/Auditor,218,Unit,3195,Granville St,Vancouver,BC,CA,V6H 3K2,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.139226325057, 49.2571924740432], 'type': 'Point'}, 'properties': {}}"
05,887452,05-115474,00,Max Goldberg Plumbing Supply Ltd,M & H Investments,Issued,2004-12-03,2005-12-31,Financial Services *Historic*,Investment Company,2nd,Floor,426,Main St,Vancouver,BC,CA,V6A 2T7,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.099226930946, 49.2808523591916], 'type': 'Point'}, 'properties': {}}"
05,887454,05-115476,00,(Joel Gorham),Joel P Gorham Us-Cdn Tax Consultant,Issued,2004-12-16,2005-12-31,Financial Services *Historic*,Tax Service,,,,,Vancouver,BC,,,,000,60.0,2025-04-22T14:21:35+00:00,
05,887455,05-115477,00,D D Graham (D Graham),,Gone Out of Business,,,Financial Services *Historic*,Accountant/Auditor,2800,Suite,1055,W Georgia St,Vancouver,BC,,V6E 4N3,,000,,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.121463646921, 49.2852447964792], 'type': 'Point'}, 'properties': {}}"
05,887457,05-115479,00,W H Grayson,,Gone Out of Business,2004-11-19,2005-12-31,Financial Services *Historic*,Accountant/Auditor,706,Unit,675,W HASTINGS ST,Vancouver,BC,,V6B 1N2,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.113337292458, 49.2853511990052], 'type': 'Point'}, 'properties': {}}"
05,887461,05-115483,00,Danny T Lowe,,Issued,2005-01-21,2005-12-31,Financial Services *Historic*,Accountant/Auditor,202,Unit,1128,W BROADWAY,Vancouver,BC,CA,V6H 1G5,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.129670464276, 49.2631377807052], 'type': 'Point'}, 'properties': {}}"
05,887462,05-115484,00,Larry J Hanson Ltd,,Issued,2005-01-04,2005-12-31,Financial Services *Historic*,Accountant/Auditor,512,Unit,1285,W BROADWAY,Vancouver,BC,CA,V6H 3X8,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.133218152193, 49.263970218012], 'type': 'Point'}, 'properties': {}}"
05,887463,05-115485,00,Glen F Harry C A (Glen Harry),,Issued,2004-12-29,2005-12-31,Financial Services *Historic*,Accountant/Auditor,2800,Suite,1055,W Georgia St,Vancouver,BC,,V6E 4N2,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.121463646921, 49.2852447964792], 'type': 'Point'}, 'properties': {}}"
05,887468,05-115490,00,(Terry Neill),Deloitte & Touche,Issued,2005-01-13,2005-12-31,Financial Services *Historic*,Accountant/Auditor,2800,Unit,1055,Dunsmuir,Vancouver,BC,CA,V7X 1P4,,000,103.0,2025-04-22T14:21:35+00:00,
05,887477,05-115499,00,Kevin Y Nishi,,Issued,2004-12-10,2005-12-31,Financial Services *Historic*,Accountant/Auditor,700,Unit,355,BURRARD ST,Vancouver,BC,CA,V6C 2G8,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.11723844762, 49.2875182283394], 'type': 'Point'}, 'properties': {}}"
05,887501,05-115523,00,Alan J Lary Inc,,Issued,2004-11-19,2005-12-31,Financial Services *Historic*,Accountant/Auditor,206,Unit,698,Seymour,Vancouver,BC,,V6B 3K6,,000,103.0,2025-04-22T14:21:35+00:00,
05,887502,05-115524,00,Rozmin Sayani Inc,,Issued,2005-01-06,2005-12-31,Financial Services *Historic*,Accountant/Auditor,206,Unit,698,Seymour St,Vancouver,BC,CA,V6B 3K6,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.116710488292, 49.2817766307885], 'type': 'Point'}, 'properties': {}}"
05,887504,05-115526,00,Ventures West Management Tip Inc,,Issued,2005-01-14,2005-12-31,Financial Services *Historic*,Investment Company,2500,Unit,1066,W HASTINGS ST,Vancouver,BC,CA,V6E 3X1,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.118872275499, 49.2873631465545], 'type': 'Point'}, 'properties': {}}"
05,887505,05-115527,00,CW Saskfund VII Ltd,,Issued,2005-01-14,2005-12-31,Financial Services *Historic*,Investment Company,2500,Unit,1066,W HASTINGS ST,Vancouver,BC,CA,V6E 3X1,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.118872275499, 49.2873631465545], 'type': 'Point'}, 'properties': {}}"
05,887514,05-115536,00,(Arthur Lam),,Issued,2004-12-02,2005-12-31,Financial Services *Historic*,Accountant/Auditor,730,Unit,1155,W PENDER ST,Vancouver,BC,,V6E 3P4,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.121792814441, 49.288244690183], 'type': 'Point'}, 'properties': {}}"
05,887528,05-115550,00,(Ranjit Bains),Bains Tax And Accounting Services,Issued,2004-11-19,2005-12-31,Financial Services *Historic*,Tax Service,,,7209,Main St,Vancouver,BC,,V5X 3J3,,000,103.0,2025-04-22T14:21:35+00:00,
05,887530,05-115552,00,(Karim Kurji),K K Accounting Services,Issued,2005-01-07,2005-12-31,Financial Services *Historic*,Accountant/Auditor,105,Unit,111,W Broadway,Vancouver,BC,CA,V5Y 1P4,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.107106530703, 49.2632715688712], 'type': 'Point'}, 'properties': {}}"
05,887538,05-115560,00,A McCready (A McCready),,Issued,2005-01-05,2005-12-31,Financial Services *Historic*,Accountant/Auditor,900,Unit,400,Burrard St,Vancouver,BC,,V6C 3B7,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.117075300267, 49.2866170597465], 'type': 'Point'}, 'properties': {}}"
05,887543,05-115565,00,Warren F Mackenzie,,Issued,2005-01-06,2005-12-31,Financial Services *Historic*,Accountant/Auditor,210,Unit,850,W HASTINGS ST,Vancouver,,,V6C 1E1,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.115919426108, 49.2862337084847], 'type': 'Point'}, 'properties': {}}"
05,887581,05-115603,00,Barry M Perles (Barry Perles),,Gone Out of Business,,,Financial Services *Historic*,Accountant/Auditor,2800,Suite,1055,W Georgia St,Vancouver,BC,,V6E 4N3,,000,,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.121463646921, 49.2852447964792], 'type': 'Point'}, 'properties': {}}"
05,887586,05-115608,00,N C Ratcliffe,,Issued,2004-12-10,2005-12-31,Financial Services *Historic*,Accountant/Auditor,700,Unit,355,BURRARD ST,Vancouver,BC,,V6C 2G8,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.11723844762, 49.2875182283394], 'type': 'Point'}, 'properties': {}}"
05,887600,05-115622,00,Nasir K Shariff,,Issued,2004-12-13,2005-12-31,Financial Services *Historic*,Accountant/Auditor,203,Unit,4620,SIDNEY ST,Vancouver,BC,CA,V5N 5N8,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.063770069891, 49.244149571059], 'type': 'Point'}, 'properties': {}}"
05,887615,05-115637,00,Tony Tham & Company Ltd,,Issued,2005-01-05,2005-12-31,Financial Services *Historic*,Accountant/Auditor,,,,,Vancouver,BC,CA,,,000,60.0,2025-04-22T14:21:35+00:00,
05,887632,05-115654,00,Kerrisdale Accounting & Tax Service Ltd,,Issued,2005-01-06,2005-12-31,Financial Services *Historic*,Accountant/Auditor,,,,,Vancouver,BC,CA,,,000,103.0,2025-04-22T14:21:35+00:00,
05,887638,05-115660,00,Virginia Will,,Issued,2005-03-03,2005-12-31,Financial Services *Historic*,Accountant/Auditor,,,,,Vancouver,BC,CA,,,000,123.0,2025-04-22T14:21:35+00:00,
05,887666,05-115688,00,John J Zaytsoff (John Zaytsoff),,Issued,2005-01-28,2005-12-31,Financial Services *Historic*,Accountant/Auditor,900,Unit,777,Dunsmuir,Vancouver,BC,CA,V7Y 1K3,,000,103.0,2025-04-22T14:21:35+00:00,
05,887673,05-115695,00,560977 BC Ltd,Dundas Lodge,Gone Out of Business,,,Rooming House *Historic*,,,,2167,Dundas St,Vancouver,BC,CA,V5L 1J7,,000,,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.060154001575, 49.2850570516349], 'type': 'Point'}, 'properties': {}}"
05,887682,05-115704,00,J Wong Inc & Associates,,Issued,2004-12-22,2005-12-31,Financial Services *Historic*,Accountant/Auditor,301,Unit,1080,Howe St,Vancouver,BC,CA,V6Z 2T1,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.125101986414, 49.2788051707318], 'type': 'Point'}, 'properties': {}}"
05,887683,05-115705,00,BGC Compaccount Services Ltd,Cawley & Associates,Issued,2005-01-12,2005-12-31,Financial Services *Historic*,Accountant/Auditor,300,Unit,1622,W 7th Av,Vancouver,BC,CA,V6J 1S5,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.141603658235, 49.2651424042658], 'type': 'Point'}, 'properties': {}}"
05,887697,05-115719,00,Cash Canada Credit Inc,,Issued,2005-02-01,2005-12-31,Financial Services *Historic*,Finance Agent,201,Unit,1638,W Broadway,Vancouver,BC,CA,V6J 1X6,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.141908375981, 49.2633319249525], 'type': 'Point'}, 'properties': {}}"
05,887705,05-115727,00,(Ron MacDonald),Deloitte & Touche,Issued,2005-01-13,2005-12-31,Financial Services *Historic*,Accountant/Auditor,2800,Unit,1055,Dunsmuir St,Vancouver,BC,CA,V7X 1P4,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.120915798954, 49.2865514070226], 'type': 'Point'}, 'properties': {}}"
05,887739,05-115761,00,Andrew C Taylor (Andrew Taylor),Taylor & Associates Chartered Accountants,Issued,2004-12-16,2005-12-31,Financial Services *Historic*,Accountant/Auditor,301,Unit,1080,Howe St,Vancouver,BC,CA,V6Z 2T1,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.125101986414, 49.2788051707318], 'type': 'Point'}, 'properties': {}}"
05,887742,05-115764,00,(John Gillingham),Topping Eyton & Partners,Issued,2004-12-02,2005-12-31,Financial Services *Historic*,Accountant/Auditor,201,Unit,761,Cardero St,Vancouver,BC,CA,V6G 2G3,,000,60.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.131892256633, 49.2900145394894], 'type': 'Point'}, 'properties': {}}"
05,887759,05-115781,00,(Peter Gibson),,Issued,2005-01-28,2005-12-31,Financial Services *Historic*,Accountant/Auditor,900,Unit,777,Dunsmuir St,Vancouver,BC,CA,V7Y 1K3,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.116383207944, 49.2843253122431], 'type': 'Point'}, 'properties': {}}"
05,887767,05-115789,00,A R Development Corp,,Issued,2004-11-24,2005-12-31,Financial Services *Historic*,Investment Company,602,Unit,1112,W Pender St,Vancouver,BC,CA,V6E 2S1,,000,103.0,2025-04-22T14:21:35+00:00,"{'type': 'Feature', 'geometry': {'coordinates': [-123.121125987825, 49.2875469702], 'type': 'Point'}, 'properties': {}}"
